typ;label;conc;test
PEE;maize wp;8.6800003;0
MPW;milk powder & whey;11.3403778;0
PEE;maize wp;6.52;0
FRG;wheat (ung);9.9799995;0
EHH;grass silage;13.6000004;0
CNG;corn gluten;71.2333832;0
MPW;milk powder & whey;38.2928619;0
TTS;soya meal;52.727272;0
EHH;grass silage;14.5699997;0
SFG;sun flower seed(gr);18.6052551;0
CNG;corn gluten;65.5155869;0
TTS;soya meal;48.8687782;0
EHH;grass silage;8.3900003;0
TTS;soya meal;52.5287361;0
FRG;wheat (ung);11.0;0
EHH;grass silage;9.8999996;0
ANF;animal feed;54.1345673;0
EHH;grass silage;14.1499996;0
FFS;full fat soya;38.4974632;0
PEE;maize wp;12.3550978;0
MPW;milk powder & whey;12.2619495;0
EHH;grass silage;10.79;0
EHH;grass silage;20.6499996;0
EHH;grass silage;12.3800001;0
CNG;corn gluten;70.114624;0
ANF;animal feed;55.5429993;0
TTS;soya meal;53.881279;0
PEE;maize wp;6.5700002;0
CLZ;rapeseed(ung);22.8399982;0
CLZ;rapeseed(ung);25.4804115;0
CLZ;rapeseed(ung);22.7568245;0
EHH;grass silage;16.1499996;0
EHH;grass silage;17.7800007;0
EHH;grass silage;13.79;0
PEE;maize wp;5.96;0
FRG;wheat (ung);10.7399998;0
FFS;full fat soya;38.3544006;0
TTS;soya meal;55.3916016;0
FRG;wheat (ung);10.9799995;0
CNG;corn gluten;64.6267776;0
FFS;full fat soya;39.5318947;0
CNG;corn gluten;72.803894;0
MPW;milk powder & whey;10.3761015;0
TTS;soya meal;54.3678169;0
SFG;sun flower seed(gr);16.8698711;0
PEE;maize wp;7.29;0
EHH;grass silage;15.0699997;0
CNG;corn gluten;69.8667068;0
FRG;wheat (ung);11.6300001;0
MPW;milk powder & whey;12.2847805;0
EHH;grass silage;12.8500004;0
PEE;maize wp;7.1500001;0
ANF;animal feed;54.2069626;0
CNG;corn gluten;67.1662598;0
CLZ;rapeseed(ung);24.8500004;0
CNG;corn gluten;72.0345612;0
CLZ;rapeseed(ung);19.9599991;0
CNG;corn gluten;72.6071243;0
CLZ;rapeseed(ung);18.7900009;0
CLZ;rapeseed(ung);23.5900002;0
FRG;wheat (ung);12.6499996;0
FFS;full fat soya;41.5230064;0
FRG;wheat (ung);11.6199999;0
MPW;milk powder & whey;11.749052;0
TTS;soya meal;51.4285698;0
ANF;animal feed;57.7227211;0
PEE;maize wp;6.21;0
FFS;full fat soya;42.2593651;0
FFS;full fat soya;40.4844627;0
FRG;wheat (ung);10.9899998;0
CNG;corn gluten;67.0745239;0
ANF;animal feed;53.8289604;0
CLZ;rapeseed(ung);16.6000004;0
CLZ;rapeseed(ung);24.0699997;0
CLZ;rapeseed(ung);15.6899996;0
FFS;full fat soya;39.4206924;0
SFG;sun flower seed(gr);21.4528236;0
FFS;full fat soya;40.7869148;0
ANF;animal feed;55.3412056;0
FRG;wheat (ung);12.6999998;0
EHH;grass silage;7.23;0
FFS;full fat soya;41.5289726;0
MPW;milk powder & whey;24.7588692;0
FRG;wheat (ung);10.6999998;0
EHH;grass silage;16.9799995;0
CLZ;rapeseed(ung);22.8500004;0
TTS;soya meal;54.7428589;0
EHH;grass silage;13.75;0
CNG;corn gluten;64.3449783;0
FFS;full fat soya;39.070137;0
PEE;maize wp;7.0999999;0
TTS;soya meal;54.7126427;0
CLZ;rapeseed(ung);22.7700005;0
ANF;animal feed;51.1681519;0
EHH;grass silage;13.1300001;0
MPW;milk powder & whey;37.1740837;0
FFS;full fat soya;37.3746376;0
MPW;milk powder & whey;36.8197365;0
TTS;soya meal;54.2431221;0
CLZ;rapeseed(ung);22.5;0
EHH;grass silage;22.3500004;0
CLZ;rapeseed(ung);20.2900009;0
CLZ;rapeseed(ung);21.4300003;0
CLZ;rapeseed(ung);16.9200001;0
ANF;animal feed;53.1842918;0
CNG;corn gluten;64.6582336;0
MPW;milk powder & whey;38.8926888;0
CNG;corn gluten;64.1373596;0
CNG;corn gluten;69.2541428;0
FRG;wheat (ung);11.9764004;0
EHH;grass silage;14.2200003;0
TTS;soya meal;53.1674194;0
CLZ;rapeseed(ung);20.3400002;0
TTS;soya meal;56.1200943;0
SFG;sun flower seed(gr);14.3176498;0
CNG;corn gluten;66.0169678;0
CLZ;rapeseed(ung);17.4500008;0
EHH;grass silage;12.5600004;0
FFS;full fat soya;41.7269363;0
ANF;animal feed;50.9699783;0
FFS;full fat soya;39.6902466;0
ANF;animal feed;55.4018021;0
TTS;soya meal;54.0510559;0
CNG;corn gluten;69.1442642;0
ANF;animal feed;51.8096886;0
CNG;corn gluten;66.5465393;0
FFS;full fat soya;40.6196442;0
EHH;grass silage;12.8000002;0
FRG;wheat (ung);12.4799995;0
CLZ;rapeseed(ung);21.6899986;0
CLZ;rapeseed(ung);24.3899994;0
ANF;animal feed;51.2385368;0
FRG;wheat (ung);11.3100004;0
EHH;grass silage;16.3899994;0
CNG;corn gluten;67.2373581;0
CNG;corn gluten;65.9197617;0
SFG;sun flower seed(gr);15.7855759;0
TTS;soya meal;50.3601799;0
PEE;maize wp;11.0200005;0
MPW;milk powder & whey;26.8032894;0
TTS;soya meal;53.5794182;0
EHH;grass silage;19.3500004;0
FFS;full fat soya;39.8326645;0
TTS;soya meal;51.8140602;0
MPW;milk powder & whey;12.6012058;0
FFS;full fat soya;45.0734253;0
CNG;corn gluten;63.6591911;0
CNG;corn gluten;67.2176971;0
TTS;soya meal;56.9794044;0
PEE;maize wp;6.1599998;0
FRG;wheat (ung);11.04;0
ANF;animal feed;53.070446;0
FFS;full fat soya;39.7207947;0
TTS;soya meal;54.7791786;0
TTS;soya meal;52.1640091;0
FFS;full fat soya;44.0811577;0
ANF;animal feed;47.6118164;0
EHH;grass silage;13.9499998;0
ANF;animal feed;47.335968;0
CLZ;rapeseed(ung);21.2858009;0
CLZ;rapeseed(ung);19.7999992;0
TTS;soya meal;51.8888893;0
CLZ;rapeseed(ung);22.8999996;0
FRG;wheat (ung);9.1700001;0
TTS;soya meal;52.0856857;0
TTS;soya meal;50.9539833;0
PEE;maize wp;7.5900002;0
FFS;full fat soya;39.4857864;0
PEE;maize wp;7.6399999;0
FRG;wheat (ung);13.6000004;0
FRG;wheat (ung);12.21;0
FRG;wheat (ung);10.7700005;0
FFS;full fat soya;39.4921799;0
FFS;full fat soya;39.4950409;0
CNG;corn gluten;65.031395;0
CLZ;rapeseed(ung);22.8948994;0
MPW;milk powder & whey;38.1866302;0
FRG;wheat (ung);12.8999996;0
FFS;full fat soya;41.2848854;0
MPW;milk powder & whey;12.1484995;0
FRG;wheat (ung);12.5500002;0
MPW;milk powder & whey;12.7586803;0
FFS;full fat soya;40.4631615;0
CNG;corn gluten;64.6500015;0
PEE;maize wp;7.1700001;0
MPW;milk powder & whey;13.7429037;0
TTS;soya meal;56.7198143;0
PEE;maize wp;7.1900001;0
FRG;wheat (ung);10.9549999;0
FRG;wheat (ung);10.1800003;0
CNG;corn gluten;69.6302032;0
CLZ;rapeseed(ung);15.5699997;0
EHH;grass silage;16.5;0
MPW;milk powder & whey;37.9732666;0
MPW;milk powder & whey;9.0167503;0
CNG;corn gluten;72.8699417;0
FFS;full fat soya;38.1922455;0
CLZ;rapeseed(ung);23.3799992;0
PEE;maize wp;8.6000004;0
PEE;maize wp;10.6700001;0
PEE;maize wp;7.8000002;0
CNG;corn gluten;64.1374054;0
MPW;milk powder & whey;28.0771637;0
ANF;animal feed;55.654541;0
TTS;soya meal;56.150341;0
FRG;wheat (ung);11.6999998;0
MPW;milk powder & whey;28.1673756;0
FFS;full fat soya;38.5133667;0
FFS;full fat soya;39.7566948;0
ANF;animal feed;46.9857712;0
ANF;animal feed;55.6719818;0
PEE;maize wp;7.3000002;0
CNG;corn gluten;68.5276794;0
CNG;corn gluten;63.8817482;0
FFS;full fat soya;45.9556618;0
PEE;maize wp;7.79;0
ANF;animal feed;50.0620346;0
CNG;corn gluten;63.5330658;0
PEE;maize wp;7.4000001;0
ANF;animal feed;49.421093;0
PEE;maize wp;8.3100004;0
ANF;animal feed;49.2979431;0
SFG;sun flower seed(gr);21.9203434;0
TTS;soya meal;51.7897072;0
TTS;soya meal;53.9249153;0
TTS;soya meal;53.683036799999996;0
PEE;maize wp;6.4599996;0
CNG;corn gluten;64.8321762;0
ANF;animal feed;59.0439072;0
FFS;full fat soya;39.9717598;0
MPW;milk powder & whey;27.7616673;0
FFS;full fat soya;40.8671303;0
ANF;animal feed;54.0607109;0
TTS;soya meal;52.6666679;0
FRG;wheat (ung);12.6000004;0
FRG;wheat (ung);12.3400002;0
FRG;wheat (ung);12.3999996;0
CLZ;rapeseed(ung);18.7644939;0
CLZ;rapeseed(ung);21.3999996;0
CNG;corn gluten;71.4565582;0
ANF;animal feed;51.1454849;0
SFG;sun flower seed(gr);16.9806271;0
FRG;wheat (ung);11.1199999;0
CNG;corn gluten;72.304039;0
TTS;soya meal;50.9977837;0
MPW;milk powder & whey;35.1170654;0
FFS;full fat soya;42.0926628;0
FFS;full fat soya;42.0842743;0
MPW;milk powder & whey;27.0813255;0
ANF;animal feed;49.3550224;0
EHH;grass silage;24.1299992;0
EHH;grass silage;17.7299995;0
MPW;milk powder & whey;36.4978867;0
EHH;grass silage;17.5599995;0
ANF;animal feed;58.8144836;0
CNG;corn gluten;63.8649902;0
EHH;grass silage;7.96;0
TTS;soya meal;55.0741196;0
CNG;corn gluten;68.4609528;0
MPW;milk powder & whey;30.6280975;0
TTS;soya meal;54.038681;0
CLZ;rapeseed(ung);19.1800003;0
EHH;grass silage;10.3699999;0
FFS;full fat soya;40.8364944;0
FFS;full fat soya;39.5307083;0
PEE;maize wp;7.1499996;0
FFS;full fat soya;39.5233879;0
CLZ;rapeseed(ung);19.4300003;0
FRG;wheat (ung);12.6000004;0
PEE;maize wp;8.1499996;0
CLZ;rapeseed(ung);21.5100002;0
ANF;animal feed;52.2562752;0
CLZ;rapeseed(ung);22.8299999;0
PEE;maize wp;7.8899999;0
CLZ;rapeseed(ung);15.4099998;0
MPW;milk powder & whey;38.6589088;0
EHH;grass silage;15.4399996;0
ANF;animal feed;55.4335098;0
SFG;sun flower seed(gr);17.3006382;0
EHH;grass silage;13.0100002;0
ANF;animal feed;48.7622528;0
TTS;soya meal;51.7084274;0
FRG;wheat (ung);10.9399996;0
FRG;wheat (ung);11.8999996;0
ANF;animal feed;57.2535515;0
CLZ;rapeseed(ung);19.1299992;0
TTS;soya meal;51.6201134;0
EHH;grass silage;18.0899982;0
FFS;full fat soya;38.1305885;0
CLZ;rapeseed(ung);19.7000008;0
MPW;milk powder & whey;39.3266411;0
SFG;sun flower seed(gr);15.2692032;0
SFG;sun flower seed(gr);21.4959126;0
PEE;maize wp;10.5;0
FRG;wheat (ung);13.6300001;0
FFS;full fat soya;37.2829323;0
CLZ;rapeseed(ung);15.8400002;0
CNG;corn gluten;67.6706543;0
PEE;maize wp;8.0899992;0
ANF;animal feed;57.6781387;0
TTS;soya meal;54.7320442;0
MPW;milk powder & whey;14.3166666;0
MPW;milk powder & whey;36.2677383;0
CLZ;rapeseed(ung);16.8799992;0
FRG;wheat (ung);12.1000004;0
EHH;grass silage;23.3400002;0
FFS;full fat soya;40.8683891;0
EHH;grass silage;21.0100002;0
ANF;animal feed;55.2317276;0
CNG;corn gluten;62.57024;0
FFS;full fat soya;46.8742409;0
PEE;maize wp;7.9200001;0
FFS;full fat soya;42.0766182;0
CLZ;rapeseed(ung);19.7600002;0
TTS;soya meal;55.022831;0
FFS;full fat soya;43.8422318;0
PEE;maize wp;8.1300001;0
ANF;animal feed;50.8429184;0
PEE;maize wp;9.8099995;0
CLZ;rapeseed(ung);21.9349365;0
PEE;maize wp;7.6299996;0
EHH;grass silage;13.6700001;0
FRG;wheat (ung);14.25;0
SFG;sun flower seed(gr);10.5402088;0
CLZ;rapeseed(ung);23.6315975;0
CNG;corn gluten;66.7739334;0
ANF;animal feed;51.6731873;0
TTS;soya meal;54.1095886;0
FRG;wheat (ung);8.8900003;0
CLZ;rapeseed(ung);18.6100006;0
PEE;maize wp;6.9755335;0
PEE;maize wp;6.8800001;0
MPW;milk powder & whey;12.7254314;0
TTS;soya meal;55.2204208;0
TTS;soya meal;52.6018105;0
MPW;milk powder & whey;11.5794096;0
SFG;sun flower seed(gr);19.0916214;0
ANF;animal feed;52.7887306;0
ANF;animal feed;59.4049721;0
EHH;grass silage;6.73;0
MPW;milk powder & whey;37.5900383;0
MPW;milk powder & whey;12.8780031;0
CNG;corn gluten;71.2316132;0
EHH;grass silage;15.4799995;0
FFS;full fat soya;39.6747017;0
FRG;wheat (ung);9.4399996;0
SFG;sun flower seed(gr);18.7346478;0
CNG;corn gluten;66.9543762;0
CLZ;rapeseed(ung);19.5499992;0
FRG;wheat (ung);12.6000004;0
MPW;milk powder & whey;22.5659275;0
CLZ;rapeseed(ung);20.6900005;0
FFS;full fat soya;39.1622314;0
FRG;wheat (ung);11.1199999;0
TTS;soya meal;49.938385;0
PEE;maize wp;7.1199999;0
CLZ;rapeseed(ung);21.0799999;0
FRG;wheat (ung);12.8100004;0
TTS;soya meal;54.292347;0
TTS;soya meal;53.189064;0
CNG;corn gluten;69.2610474;0
CLZ;rapeseed(ung);18.3899994;0
FRG;wheat (ung);11.3999996;0
PEE;maize wp;8.4399996;0
SFG;sun flower seed(gr);22.1461372;0
ANF;animal feed;55.9120674;0
SFG;sun flower seed(gr);13.4814663;0
TTS;soya meal;53.3180771;0
FRG;wheat (ung);11.8000002;0
SFG;sun flower seed(gr);16.6377983;0
FRG;wheat (ung);11.8900003;0
FFS;full fat soya;40.050148;0
CLZ;rapeseed(ung);20.0;0
ANF;animal feed;50.4237442;0
TTS;soya meal;49.5990829;0
MPW;milk powder & whey;35.5112991;0
CNG;corn gluten;63.4272575;0
EHH;grass silage;11.3999996;0
TTS;soya meal;54.5350189;0
CNG;corn gluten;69.8448029;0
EHH;grass silage;17.6900005;0
TTS;soya meal;54.2099228;0
TTS;soya meal;53.7430153;0
TTS;soya meal;53.6697273;0
SFG;sun flower seed(gr);18.7740688;0
CLZ;rapeseed(ung);16.7700005;0
FFS;full fat soya;38.0179062;0
FFS;full fat soya;38.0732002;0
MPW;milk powder & whey;12.5584116;0
MPW;milk powder & whey;13.5281019;0
CLZ;rapeseed(ung);16.5629292;0
FFS;full fat soya;37.3993454;0
PEE;maize wp;9.2200003;0
TTS;soya meal;50.3990898;0
CLZ;rapeseed(ung);22.0724525;0
TTS;soya meal;54.120266;0
MPW;milk powder & whey;38.8248138;0
MPW;milk powder & whey;11.1383419;0
CNG;corn gluten;63.8357697;0
CNG;corn gluten;69.7106857;0
TTS;soya meal;53.9393768;0
ANF;animal feed;53.1528854;0
TTS;soya meal;51.7937241;0
CLZ;rapeseed(ung);21.3600006;0
EHH;grass silage;19.6399994;0
CLZ;rapeseed(ung);19.8299999;0
TTS;soya meal;50.2455292;0
EHH;grass silage;20.7700005;0
ANF;animal feed;50.9301949;0
EHH;grass silage;14.1999998;0
FRG;wheat (ung);12.9820004;0
PEE;maize wp;7.1300001;0
FRG;wheat (ung);11.3400002;0
CLZ;rapeseed(ung);17.1900005;0
CLZ;rapeseed(ung);24.7900009;0
CNG;corn gluten;64.9543457;0
CLZ;rapeseed(ung);21.1100006;0
EHH;grass silage;11.3999996;0
MPW;milk powder & whey;38.2524986;0
SFG;sun flower seed(gr);15.1441183;0
FRG;wheat (ung);13.3240004;0
ANF;animal feed;49.1472015;0
FFS;full fat soya;40.4286194;0
TTS;soya meal;49.3333321;0
FFS;full fat soya;40.3054581;0
FFS;full fat soya;41.8003693;0
ANF;animal feed;53.9785385;0
TTS;soya meal;56.2429695;0
FFS;full fat soya;39.2620811;0
FRG;wheat (ung);14.8199997;0
MPW;milk powder & whey;37.3917465;0
FFS;full fat soya;39.4566307;0
ANF;animal feed;59.1896362;0
TTS;soya meal;54.3036575;0
FFS;full fat soya;44.0363579;0
MPW;milk powder & whey;27.1118526;0
ANF;animal feed;46.8537941;0
CLZ;rapeseed(ung);22.8743801;0
CNG;corn gluten;74.7067642;0
CLZ;rapeseed(ung);21.1200008;0
CLZ;rapeseed(ung);19.0499992;0
FRG;wheat (ung);12.2834997;0
MPW;milk powder & whey;37.6171913;0
FFS;full fat soya;40.2330475;0
EHH;grass silage;9.1700001;0
FFS;full fat soya;39.2580719;0
ANF;animal feed;48.6756363;0
FRG;wheat (ung);11.3999996;0
ANF;animal feed;51.4924278;0
PEE;maize wp;7.8200002;0
ANF;animal feed;56.1298866;0
FFS;full fat soya;39.8247375;0
CLZ;rapeseed(ung);19.1399994;0
TTS;soya meal;53.2183914;0
FRG;wheat (ung);11.4499998;0
ANF;animal feed;58.1945686;0
TTS;soya meal;51.775486;0
TTS;soya meal;53.1602707;0
FRG;wheat (ung);14.0;0
EHH;grass silage;7.8099999;0
MPW;milk powder & whey;35.0257454;0
ANF;animal feed;46.9461937;0
EHH;grass silage;17.8435116;0
FFS;full fat soya;42.7187119;0
CNG;corn gluten;69.8005753;0
PEE;maize wp;6.0900002;0
FRG;wheat (ung);10.8299999;0
TTS;soya meal;58.863636;0
FRG;wheat (ung);11.1300001;0
EHH;grass silage;16.4699993;0
FFS;full fat soya;38.2212029;0
TTS;soya meal;53.9351845;0
FRG;wheat (ung);12.9399996;0
FRG;wheat (ung);12.0;0
ANF;animal feed;54.3599777;0
FFS;full fat soya;38.8870049;0
FRG;wheat (ung);10.3000002;0
TTS;soya meal;55.8486252;0
TTS;soya meal;52.6198463;0
PEE;maize wp;7.8799996;0
CNG;corn gluten;62.8260345;0
FFS;full fat soya;38.5116577;0
FRG;wheat (ung);10.8500004;0
CLZ;rapeseed(ung);19.0758801;0
PEE;maize wp;7.1999998;0
CNG;corn gluten;71.122673;0
MPW;milk powder & whey;21.941227;0
TTS;soya meal;51.5570946;0
ANF;animal feed;50.5545998;0
CNG;corn gluten;60.8430977;0
MPW;milk powder & whey;28.5850258;0
FFS;full fat soya;39.3739395;0
TTS;soya meal;55.227272;0
FRG;wheat (ung);10.5900002;0
ANF;animal feed;53.8421593;0
FFS;full fat soya;41.5125809;0
CLZ;rapeseed(ung);25.7000008;0
ANF;animal feed;49.8178444;0
CLZ;rapeseed(ung);21.0499992;0
TTS;soya meal;54.0723991;0
MPW;milk powder & whey;14.0776815;0
EHH;grass silage;14.6999998;0
CNG;corn gluten;70.2072525;0
SFG;sun flower seed(gr);12.5777388;0
PEE;maize wp;7.9899998;0
MPW;milk powder & whey;35.3111;0
TTS;soya meal;52.1239967;0
SFG;sun flower seed(gr);18.3465633;0
TTS;soya meal;51.5323486;0
CLZ;rapeseed(ung);18.3799992;0
EHH;grass silage;16.7000008;0
FFS;full fat soya;41.237072;0
MPW;milk powder & whey;34.4764557;0
PEE;maize wp;8.4200001;0
FRG;wheat (ung);11.3299999;0
EHH;grass silage;14.5299997;0
CLZ;rapeseed(ung);19.7000008;0
FFS;full fat soya;38.314827;0
PEE;maize wp;6.8600001;0
CLZ;rapeseed(ung);21.5599995;0
FRG;wheat (ung);12.04;0
FFS;full fat soya;43.5870781;0
ANF;animal feed;54.3975334;0
PEE;maize wp;6.8200002;0
ANF;animal feed;57.2661858;0
CLZ;rapeseed(ung);25.1800003;0
ANF;animal feed;51.7176781;0
EHH;grass silage;12.4700003;0
TTS;soya meal;51.7045441;0
ANF;animal feed;58.357914;0
EHH;grass silage;18.7799988;0
CNG;corn gluten;70.1393738;0
ANF;animal feed;56.2655373;0
CLZ;rapeseed(ung);21.0;0
FFS;full fat soya;44.7444839;0
ANF;animal feed;53.9381027;0
ANF;animal feed;53.2382126;0
PEE;maize wp;7.1599998;0
TTS;soya meal;52.2573357;0
TTS;soya meal;55.5681801;0
CNG;corn gluten;75.6412888;0
FRG;wheat (ung);11.8000002;0
TTS;soya meal;51.2791977;0
SFG;sun flower seed(gr);10.8639784;0
CNG;corn gluten;62.7053452;0
ANF;animal feed;53.8631668;0
ANF;animal feed;54.4026527;0
CLZ;rapeseed(ung);24.3299999;0
TTS;soya meal;53.5714302;0
TTS;soya meal;51.4541397;0
PEE;maize wp;5.6999998;0
MPW;milk powder & whey;26.2107735;0
CLZ;rapeseed(ung);15.8199997;0
PEE;maize wp;6.6900001;0
MPW;milk powder & whey;5.6555328;0
CNG;corn gluten;62.7140465;0
EHH;grass silage;7.3800001;0
TTS;soya meal;52.2573357;0
FRG;wheat (ung);12.8000002;0
TTS;soya meal;53.3034706;0
PEE;maize wp;4.4200001;0
ANF;animal feed;48.9962006;0
CNG;corn gluten;70.292572;0
FFS;full fat soya;36.4919205;0
EHH;grass silage;8.1300001;0
PEE;maize wp;8.9300003;0
MPW;milk powder & whey;27.1463165;0
EHH;grass silage;17.2399998;0
PEE;maize wp;8.8400002;0
MPW;milk powder & whey;20.8137989;0
TTS;soya meal;54.1570435;0
PEE;maize wp;11.6499996;0
TTS;soya meal;53.6748314;0
TTS;soya meal;52.7522964;0
TTS;soya meal;51.9187355;0
EHH;grass silage;18.4799995;0
CLZ;rapeseed(ung);16.7299995;0
TTS;soya meal;54.0757751;0
FFS;full fat soya;43.6652527;0
FRG;wheat (ung);11.3000002;0
CNG;corn gluten;65.6066055;0
TTS;soya meal;51.2557068;0
FRG;wheat (ung);10.75;0
ANF;animal feed;52.3975677;0
CNG;corn gluten;67.8248367;0
CNG;corn gluten;72.0204849;0
CLZ;rapeseed(ung);21.6599998;0
TTS;soya meal;51.47369;0
FRG;wheat (ung);9.1800003;0
TTS;soya meal;54.41008;0
MPW;milk powder & whey;23.8854446;0
ANF;animal feed;51.2205734;0
CLZ;rapeseed(ung);21.6271;0
FFS;full fat soya;38.5858154;0
CLZ;rapeseed(ung);17.7999992;0
TTS;soya meal;52.1889381;0
EHH;grass silage;24.0599995;0
CNG;corn gluten;69.3777008;0
TTS;soya meal;54.6697006;0
ANF;animal feed;48.7029724;0
TTS;soya meal;51.4384346;0
MPW;milk powder & whey;36.7313271;0
CNG;corn gluten;71.2311859;0
FFS;full fat soya;47.7062302;0
FFS;full fat soya;39.3864403;0
CNG;corn gluten;66.7306366;0
TTS;soya meal;52.54813;0
EHH;grass silage;15.8999996;0
TTS;soya meal;52.2883301;0
SFG;sun flower seed(gr);16.5104637;0
CLZ;rapeseed(ung);20.7600002;0
TTS;soya meal;51.6741066;0
SFG;sun flower seed(gr);14.8099756;0
MPW;milk powder & whey;5.2460356;0
CLZ;rapeseed(ung);18.6800003;0
ANF;animal feed;53.9744873;0
FRG;wheat (ung);12.9899998;0
EHH;grass silage;9.79;0
CNG;corn gluten;65.3828278;0
CNG;corn gluten;67.6313248;0
ANF;animal feed;52.1359901;0
FRG;wheat (ung);11.2200003;0
FRG;wheat (ung);12.6099997;0
MPW;milk powder & whey;35.9833679;0
TTS;soya meal;55.53022;0
CNG;corn gluten;65.7701874;0
CLZ;rapeseed(ung);17.5499992;0
MPW;milk powder & whey;37.0650253;0
CLZ;rapeseed(ung);21.9400005;0
ANF;animal feed;54.2583199;0
EHH;grass silage;10.1999998;0
FRG;wheat (ung);15.8400002;0
MPW;milk powder & whey;22.8537159;0
MPW;milk powder & whey;11.6477985;0
EHH;grass silage;13.3999996;0
CLZ;rapeseed(ung);21.4599991;0
ANF;animal feed;53.1941986;0
CLZ;rapeseed(ung);18.9899998;0
CNG;corn gluten;64.988472;0
CNG;corn gluten;71.6007156;0
CNG;corn gluten;66.8431168;0
CNG;corn gluten;69.8302536;0
TTS;soya meal;51.7357216;0
FFS;full fat soya;40.5874329;0
CLZ;rapeseed(ung);23.2299995;0
MPW;milk powder & whey;21.7668362;0
FRG;wheat (ung);12.3599997;0
FRG;wheat (ung);12.0;0
FRG;wheat (ung);12.3000002;0
MPW;milk powder & whey;11.0879765;0
MPW;milk powder & whey;12.8214426;0
CNG;corn gluten;64.9446945;0
MPW;milk powder & whey;34.243576;0
FFS;full fat soya;40.2117882;0
MPW;milk powder & whey;21.2453976;0
TTS;soya meal;54.7756042;0
CNG;corn gluten;65.9523926;0
FRG;wheat (ung);11.2399998;0
EHH;grass silage;11.4303999;0
ANF;animal feed;54.3186722;0
FRG;wheat (ung);11.8800001;0
TTS;soya meal;54.3478241;0
CNG;corn gluten;68.5937576;0
EHH;grass silage;19.7999992;0
ANF;animal feed;52.1349602;0
SFG;sun flower seed(gr);13.8059759;0
CNG;corn gluten;69.1652527;0
EHH;grass silage;15.0;0
FFS;full fat soya;38.5917091;0
ANF;animal feed;50.353508;0
CLZ;rapeseed(ung);19.7999992;1
PEE;maize wp;6.71;1
FRG;wheat (ung);11.8599997;1
ANF;animal feed;53.4160156;1
MPW;milk powder & whey;27.4345245;1
ANF;animal feed;54.562149;1
FFS;full fat soya;40.206295;1
CLZ;rapeseed(ung);21.3299999;1
EHH;grass silage;8.4799995;1
CLZ;rapeseed(ung);20.5900002;1
MPW;milk powder & whey;34.5317459;1
EHH;grass silage;22.7099991;1
CNG;corn gluten;67.2564621;1
FFS;full fat soya;37.1820869;1
ANF;animal feed;52.9109955;1
EHH;grass silage;19.9699993;1
CLZ;rapeseed(ung);23.8929596;1
TTS;soya meal;53.741497;1
MPW;milk powder & whey;2.8688426;1
FRG;wheat (ung);10.9099998;1
PEE;maize wp;6.3299999;1
TTS;soya meal;49.714286799999996;1
EHH;grass silage;18.6200008;1
MPW;milk powder & whey;12.0877352;1
TTS;soya meal;53.6036034;1
EHH;grass silage;15.6999998;1
CLZ;rapeseed(ung);13.8000002;1
MPW;milk powder & whey;26.6903915;1
FRG;wheat (ung);10.2800007;1
CLZ;rapeseed(ung);17.4499989;1
MPW;milk powder & whey;21.3908615;1
FFS;full fat soya;38.4503326;1
FRG;wheat (ung);11.6899996;1
EHH;grass silage;17.1200008;1
ANF;animal feed;51.0089226;1
FRG;wheat (ung);12.3279991;1
CNG;corn gluten;70.1917648;1
FFS;full fat soya;41.3768959;1
FRG;wheat (ung);11.6499996;1
CNG;corn gluten;62.9092255;1
ANF;animal feed;51.4076958;1
FFS;full fat soya;39.0782242;1
CLZ;rapeseed(ung);20.9699993;1
SFG;sun flower seed(gr);20.2526302;1
PEE;maize wp;7.9099998;1
FFS;full fat soya;40.2284622;1
TTS;soya meal;51.8814163;1
CNG;corn gluten;66.0679932;1
FRG;wheat (ung);13.1700001;1
EHH;grass silage;22.2099991;1
ANF;animal feed;55.8433151;1
FRG;wheat (ung);13.8999996;1
CLZ;rapeseed(ung);19.4099998;1
CNG;corn gluten;73.5237579;1
CLZ;rapeseed(ung);21.3799992;1
MPW;milk powder & whey;27.6981831;1
CNG;corn gluten;67.4158478;1
CLZ;rapeseed(ung);29.5799999;1
MPW;milk powder & whey;27.8450336;1
TTS;soya meal;52.5139656;1
CNG;corn gluten;68.2625122;1
EHH;grass silage;16.2999992;1
EHH;grass silage;19.2000008;1
MPW;milk powder & whey;12.1449175;1
MPW;milk powder & whey;38.8760834;1
CLZ;rapeseed(ung);20.7599983;1
CNG;corn gluten;66.5412903;1
FFS;full fat soya;37.6617622;1
MPW;milk powder & whey;13.4910154;1
TTS;soya meal;55.2359009;1
MPW;milk powder & whey;37.8487968;1
EHH;grass silage;6.1300001;1
FFS;full fat soya;39.194355;1
TTS;soya meal;51.5590172;1
TTS;soya meal;51.0392609;1
SFG;sun flower seed(gr);15.7929554;1
PEE;maize wp;7.7599998;1
ANF;animal feed;56.4216499;1
ANF;animal feed;54.3983459;1
FFS;full fat soya;39.406105;1
CLZ;rapeseed(ung);14.29;1
FFS;full fat soya;42.3189926;1
FFS;full fat soya;40.1612892;1
EHH;grass silage;14.5;1
TTS;soya meal;52.6077118;1
PEE;maize wp;6.5300002;1
SFG;sun flower seed(gr);19.3143692;1
ANF;animal feed;51.2620544;1
FRG;wheat (ung);13.3000002;1
FFS;full fat soya;37.3315773;1
FFS;full fat soya;40.0991135;1
